cutting_speed,spindle_speed,feed,feed_rate,power_pc ,cooling,material,drill_bit_type,process_time,main_failure,BEF,CCF,FWF,WDF
29.93,794,0.234,186,209.96,75,1,1,19,0,0,0,0,0
29.89,793,0.23,182,205.05,75,1,1,19.07,0,0,0,0,0
22.66,601,0.181,109,92.84,50,2,2,37.36,0,0,0,0,0
22.4,594,0.182,108,91.06,50,2,2,35.73,0,0,0,0,0
22.87,607,0.218,132,114.12,75,2,2,35.58,0,0,0,0,0
30.05,797,0.243,194,219.23,75,1,1,17.51,0,0,0,0,0
16.83,446,0.209,93,59.24,0,3,3,32.36,0,0,0,0,0
17.45,463,0.243,113,74.02,50,3,3,33.04,0,0,0,0,0
23.24,616,0.212,131,114.49,75,2,2,34.97,0,0,0,0,0
23.15,614,0.2,123,106.94,50,2,2,35.17,0,0,0,0,0
30.57,811,0.288,234,269.17,100,1,1,21.53,0,0,0,0,0
29.85,792,0.236,187,210.49,75,1,1,21.28,0,0,0,0,0
29.79,790,0.221,174,195.97,75,1,1,18.6,0,0,0,0,0
17,451,0.241,109,69.75,50,3,3,33.25,0,0,0,0,0
30.41,807,0.259,209,239.56,100,1,1,18.83,0,0,0,0,0
17.13,454,0.256,116,74.96,50,3,3,32.95,0,0,0,0,0
17.41,462,0.247,114,74.95,50,3,3,30.85,0,0,0,0,0
22.8,605,0.186,112,96.65,50,2,2,35.86,0,0,0,0,0
17.77,471,0.274,129,86.43,50,3,3,31.86,0,0,0,0,0
17.35,460,0.245,113,73.66,50,3,3,31.9,0,0,0,0,0
22.29,591,0.175,103,86.87,25,2,2,34.42,0,0,0,0,0
17.98,477,0.284,136,91.89,75,3,3,34.08,0,0,0,0,0
29.98,795,0.226,180,203.48,75,1,1,18.17,0,0,0,0,0
29.26,776,0.192,191,164.82,75,1,1,20.46,0,0,0,0,0
29.95,794,0.26,207,233.43,100,1,1,21.11,0,0,0,0,0
17.52,465,0.239,111,73.29,50,3,3,33.67,0,0,0,0,0
17.32,459,0.251,115,75.26,50,3,3,31.98,0,0,0,0,0
22.37,593,0.18,107,90.13,50,2,2,36.29,0,0,0,0,0
22.49,597,0.183,109,92.35,50,2,2,33.63,0,0,0,0,0
30.54,810,0.278,225,258.97,100,1,1,18.5,0,0,0,0,0
30.12,799,0.245,196,222.15,75,1,1,20.5,0,0,0,0,0
17.1,453,0.226,133,66.12,25,3,3,33.43,1,0,1,0,0
30.15,800,0.25,200,226.9,75,1,1,19.12,0,0,0,0,0
22.25,590,0.164,97,80.97,25,2,2,34.45,0,0,0,0,0
29.93,794,0.249,198,223.1,75,1,1,19.02,0,0,0,0,0
22.81,605,0.204,124,106.27,50,2,2,35.42,0,0,0,0,0
22.93,608,0.193,117,101.52,50,2,2,34.33,0,0,0,0,0
29.65,787,0.214,169,188.4,75,1,1,20.99,0,0,0,0,0
17.75,471,0.277,131,87.35,75,3,3,33.19,0,0,0,0,0
22.32,592,0.178,105,88.66,50,2,2,34.73,0,0,0,0,0
30.47,808,0.256,207,237.25,100,1,1,19.71,0,0,0,0,0
17.65,468,0.284,133,88.29,75,3,3,34.24,0,0,0,0,0
17.28,458,0.251,115,74.97,50,3,3,34.16,0,0,0,0,0
22.12,587,0.15,88,73.26,0,2,2,34.32,0,0,0,0,0
16.97,450,0.211,95,60.79,25,3,3,35.02,0,0,0,0,0
18.15,482,0.29,140,95.6,75,3,3,33.04,0,0,0,0,0
17.48,464,0.26,120,79.31,50,3,3,33.19,0,0,0,0,0
17.29,459,0.263,121,78.59,50,3,3,33.18,0,0,0,0,0
17.97,477,0.275,131,88.67,75,3,3,31.43,0,0,0,0,0
22.57,599,0.186,111,94.56,50,2,2,35.89,0,0,0,0,0
29.55,784,0.203,159,177.14,75,1,1,16.85,0,0,0,0,0
22.37,593,0.173,103,86.43,25,2,2,36.29,0,0,0,0,0
30.08,798,0.237,189,214.53,75,1,1,20.39,0,0,0,0,0
29.54,784,0.219,172,191.41,75,1,1,20.61,0,0,0,0,0
22.64,601,0.205,123,104.9,50,2,2,35.25,0,0,0,0,0
22.5,597,0.167,99,84.33,25,2,2,35.67,0,0,0,0,0
22.35,593,0.183,109,91.43,50,2,2,33.69,0,0,0,0,0
22.14,587,0.157,92,77.11,25,2,2,35.11,0,0,0,0,0
22.55,598,0.165,98,83.72,25,2,2,37.26,0,0,0,0,0
17.16,455,0.262,119,77.24,50,3,3,33.9,0,0,0,0,0
29.69,788,0.221,174,194.51,75,1,1,17.72,0,0,0,0,0
17.35,460,0.272,125,81.95,50,3,3,33.93,0,0,0,0,0
22.27,591,0.158,93,78.45,25,2,2,36.24,0,0,0,0,0
30.48,808,0.266,215,247.02,100,1,1,19.21,0,0,0,0,0
30.17,800,0.252,202,229.67,75,1,1,19.62,0,0,0,0,0
22.61,600,0.168,101,85.79,25,2,2,34.76,0,0,0,0,0
29.31,777,0.211,210,181.62,75,1,1,21.11,1,0,0,1,0
22.99,610,0.207,126,109.57,75,2,2,35.28,0,0,0,0,0
17.42,462,0.253,117,76.73,50,3,3,32.36,0,0,0,0,0
22.19,589,0.166,98,81.65,25,2,2,33.18,0,0,0,0,0
17.58,466,0.249,116,76.9,50,3,3,31.82,0,0,0,0,0
22.62,600,0.183,110,93.44,50,2,2,35.61,0,0,0,0,0
22.26,591,0.181,107,89.73,50,2,2,34.42,0,0,0,0,0
29.5,783,0.189,148,164.32,75,1,1,19.84,0,0,0,0,0
22.02,584,0.157,92,76.1,25,2,2,35.76,0,0,0,0,0
22.69,602,0.191,115,98.3,50,2,2,34.75,0,0,0,0,0
16.85,447,0.223,100,63.45,25,3,3,33.26,0,0,0,0,0
22.61,600,0.193,116,98.51,50,2,1,35.52,1,0,0,0,1
17.41,462,0.256,118,77.66,50,3,3,31.94,0,0,0,0,0
17.73,470,0.279,131,87.61,75,3,3,31.48,0,0,0,0,0
22.37,593,0.17,101,85.19,25,2,2,36.54,0,0,0,0,0
30.31,804,0.266,214,244.34,100,1,1,20.34,0,0,0,0,0
30.09,798,0.257,205,232.25,100,1,1,18.09,0,0,0,0,0
22.68,602,0.184,111,94.58,50,2,2,36.25,0,0,0,0,0
22.51,597,0.198,118,100.2,50,2,2,34.62,0,0,0,0,0
22.52,597,0.171,133,86.74,25,2,2,36.57,1,0,1,0,0
17.1,454,0.229,104,66.84,25,3,3,32.01,0,0,0,0,0
30.46,808,0.265,214,245.52,100,1,1,18.35,0,0,0,0,0
30.31,804,0.25,201,229.58,75,1,1,18.12,0,0,0,0,0
22.53,598,0.165,98,83.66,25,2,2,35.75,0,0,0,0,0
29.97,795,0.232,185,208.63,75,1,1,19.74,0,0,0,0,0
17.34,460,0.244,112,73.26,50,3,3,33.44,0,0,0,0,0
22.76,604,0.186,112,96.19,50,2,2,36.53,0,0,0,0,0
22.13,587,0.149,88,73.03,0,2,2,36.06,0,0,0,0,0
17.28,458,0.241,111,71.99,50,3,3,33.46,0,0,0,0,0
29.62,786,0.231,182,202.75,75,1,1,17.96,0,0,0,0,0
22.35,593,0.163,97,81.5,25,2,2,36.44,0,0,0,0,0
17.26,458,0.256,117,76.35,50,3,3,33.38,0,0,0,0,0
17.46,463,0.246,114,75.15,50,3,3,34.2,0,0,0,0,0
30.2,801,0.261,209,238.16,100,1,1,18.96,0,0,0,0,0
22.23,590,0.153,90,75.63,25,2,2,37.19,0,0,0,0,0
30.02,796,0.259,206,233.11,100,1,1,19.79,0,0,0,0,0
22.91,608,0.192,116,100.52,50,2,2,35.67,0,0,0,0,0
22.89,607,0.192,117,100.84,50,2,2,35.27,0,0,0,0,0
22.22,589,0.165,97,81.24,25,2,2,31.88,0,0,0,0,0
30.15,800,0.25,200,227.13,75,1,1,19.17,0,0,0,0,0
17.66,469,0.255,120,79.59,50,3,3,32.31,0,0,0,0,0
17.31,459,0.258,118,77.18,50,3,3,30.13,0,0,0,0,0
30.02,796,0.253,202,228.45,75,1,1,18.73,0,0,0,0,0
22.84,606,0.173,105,90.03,50,2,2,35.17,0,0,0,0,0
30.28,803,0.268,215,245.68,100,1,1,19.32,0,0,0,0,0
17.16,455,0.229,104,67.43,25,3,3,32.51,0,0,0,0,0
22.43,595,0.177,105,89,50,2,2,34.81,0,0,0,0,0
22.27,591,0.153,90,75.89,25,2,2,34.92,0,0,0,0,0
22.89,607,0.184,112,96.27,50,2,2,33.86,0,0,0,0,0
21.76,577,0.111,64,52.59,0,2,2,33.54,1,1,0,0,0
29.91,793,0.245,195,219.56,75,1,1,20.49,0,0,0,0,0
22.53,598,0.171,102,86.99,25,2,2,35.16,0,0,0,0,0
17.39,461,0.226,104,68.36,25,3,3,34.04,0,0,0,0,0
17.27,458,0.237,109,70.66,50,3,3,33.18,0,0,0,0,0
23.09,612,0.212,130,113.17,75,2,2,34.9,0,0,0,0,0
17.5,464,0.267,124,81.62,50,3,3,32.85,0,0,0,0,0
22.61,600,0.183,110,93.67,50,2,2,36.43,0,0,0,0,0
30.21,801,0.242,194,220.73,75,1,1,20.61,0,0,0,0,0
22.73,603,0.192,116,99.24,50,2,2,36.2,0,0,0,0,0
17.12,454,0.244,111,71.49,50,3,3,33.46,0,0,0,0,0
17.24,457,0.25,114,74.15,50,3,3,32.11,0,0,0,0,0
17.3,459,0.225,103,67.21,25,3,3,32.09,0,0,0,0,0
22.74,603,0.194,117,100.27,50,2,2,34.85,0,0,0,0,0
30.02,796,0.248,197,223.22,75,1,1,20.24,0,0,0,0,0
17.15,455,0.239,109,70.24,50,3,3,32.77,0,0,0,0,0
30.16,800,0.254,203,231.06,100,1,1,20.21,0,0,0,0,0
30.02,796,0.225,179,203.09,75,1,1,19.5,0,0,0,0,0
22.27,591,0.183,108,90.93,50,2,2,35.25,0,0,0,0,0
22.16,588,0.142,83,69.68,0,2,2,34.64,0,0,0,0,0
17.27,458,0.253,116,75.38,50,3,3,33.16,0,0,0,0,0
29.7,788,0.223,176,196.55,75,1,1,20.78,0,0,0,0,0
22.33,592,0.165,98,82.12,25,2,2,33.45,0,0,0,0,0
17.32,459,0.235,108,70.41,25,3,3,33.3,0,0,0,0,0
22.29,591,0.179,106,89.12,50,2,2,35.95,0,0,0,0,0
22.62,600,0.175,105,89.41,50,2,2,35.12,0,0,0,0,0
29.88,793,0.231,183,206.08,75,1,1,18.43,0,0,0,0,0
30.01,796,0.243,193,218.45,75,1,1,17.91,0,0,0,0,0
30.05,797,0.232,185,209.84,75,1,1,19.47,0,0,0,0,0
30.12,799,0.241,192,218.47,75,1,1,19.26,0,0,0,0,0
17.51,464,0.273,127,83.85,50,3,3,32.29,0,0,0,0,0
22.75,604,0.19,115,98.31,50,2,2,34.83,0,0,0,0,0
22.44,595,0.165,98,83.34,25,2,2,34.15,0,0,0,0,0
30.11,799,0.272,217,246.9,100,1,1,20.41,0,0,0,0,0
29.91,793,0.232,184,207.67,75,1,1,21.12,0,0,0,0,0
17.12,454,0.208,95,61.12,25,3,3,33.64,0,0,0,0,0
30.23,802,0.245,196,223.69,75,1,1,19.2,0,0,0,0,0
22.82,605,0.195,118,101.36,50,2,2,34.91,0,0,0,0,0
29.79,790,0.239,189,211.76,75,1,1,20.21,0,0,0,0,0
30.26,803,0.253,203,231.6,100,1,1,19.84,0,0,0,0,0
17.22,457,0.235,139,69.56,25,3,3,30.32,1,0,1,0,0
22.23,590,0.167,99,82.69,25,2,2,35.34,0,0,0,0,0
17.61,467,0.276,129,85.69,50,3,2,33.18,1,0,0,0,1
29.82,791,0.226,179,201.2,75,1,1,20.88,0,0,0,0,0
29.23,775,0.192,191,164.37,75,1,1,18.03,0,0,0,0,0
29.94,794,0.225,178,201.43,75,1,1,19.05,0,0,0,0,0
23.01,610,0.211,129,111.77,75,2,2,33.05,0,0,0,0,0
30.25,802,0.251,201,229.47,75,1,1,20.5,0,0,0,0,0
22.55,598,0.177,106,89.86,50,2,2,33.81,0,0,0,0,0
22.47,596,0.157,94,79.37,25,2,2,36.92,0,0,0,0,0
22.68,602,0.186,112,95.73,50,2,2,34.7,0,0,0,0,0
17.48,464,0.268,124,82,50,3,3,32.76,0,0,0,0,0
17.43,462,0.249,115,75.53,50,3,3,33.54,0,0,0,0,0
17.33,460,0.28,129,84.21,50,3,3,35.02,0,0,0,0,0
30.08,798,0.238,190,215.84,75,1,1,18.79,0,0,0,0,0
17.72,470,0.274,129,86.15,50,3,3,32.28,0,0,0,0,0
30.5,809,0.275,222,255.77,100,1,1,19.79,0,0,0,0,0
17.29,459,0.246,113,73.52,50,3,3,32.43,0,0,0,0,0
22.92,608,0.187,114,98.36,50,2,2,33.33,0,0,0,0,0
22.66,601,0.194,117,99.67,50,2,2,36.07,0,0,0,0,0
29.76,789,0.225,178,199.38,75,1,1,19.4,0,0,0,0,0
22.28,591,0.162,96,80.46,25,2,2,34.47,0,0,0,0,0
30.45,808,0.259,209,239.78,100,1,1,19.33,0,0,0,0,0
18.3,485,0.296,144,99.23,75,3,3,32.89,0,0,0,0,0
22.65,601,0.165,99,84.6,25,2,2,34.04,0,0,0,0,0
17.09,453,0.223,131,65.08,25,3,3,31.6,1,0,1,0,0
22.45,596,0.148,88,74.59,0,2,2,37.07,0,0,0,0,0
22.98,609,0.216,131,113.88,75,2,2,35.61,0,0,0,0,0
30.05,797,0.253,202,228.89,75,1,1,19.86,0,0,0,0,0
29.42,780,0.201,156,173.52,75,1,1,20.74,0,0,0,0,0
30.08,798,0.253,202,228.71,75,1,1,19.36,0,0,0,0,0
30.38,806,0.275,222,253.85,100,1,1,19.38,0,0,0,0,0
29.86,792,0.242,192,216.08,75,1,1,19.44,0,0,0,0,0
29.67,787,0.227,179,200.13,75,1,1,20.29,0,0,0,0,0
29.8,790,0.239,189,212.47,75,1,1,19.33,0,0,0,0,0
22.47,596,0.174,104,88.09,50,2,2,34.55,0,0,0,0,0
17.51,464,0.254,118,77.83,50,3,3,33.69,0,0,0,0,0
29.44,781,0.221,221,191.8,75,1,1,20.41,1,0,0,1,0
22.26,590,0.172,102,85.39,25,2,2,35.31,0,0,0,0,0
17.45,463,0.246,114,74.76,50,3,3,32.24,0,0,0,0,0
17.3,459,0.235,108,70.39,25,3,3,32.93,0,0,0,0,0
22.24,590,0.165,97,81.64,25,2,2,33.98,0,0,0,0,0
17.29,459,0.231,138,68.99,25,3,3,32.56,1,0,1,0,0
29.88,793,0.239,189,213.16,75,1,1,19.16,0,0,0,0,0
17.43,462,0.252,116,76.54,50,3,3,35.43,0,0,0,0,0
29.91,793,0.227,180,203.1,75,1,1,20.31,0,0,0,0,0
30.4,806,0.271,219,250.73,100,1,1,20.32,0,0,0,0,0
22.85,606,0.185,112,96.8,50,2,2,36.13,0,0,0,0,0
29.62,786,0.214,168,187.53,75,1,1,19.56,0,0,0,0,0
29.92,794,0.227,180,203.35,75,1,1,19.51,0,0,0,0,0
17.75,471,0.278,131,87.52,75,3,3,31.14,0,0,0,0,0
16.9,448,0.208,93,59.29,0,3,3,33.8,0,0,0,0,0
16.51,438,0.201,113,54.76,0,3,3,34.14,1,1,0,0,0
17.1,454,0.238,108,69.61,25,3,3,32.97,0,0,0,0,0
22.73,603,0.206,124,106.52,50,2,2,32.56,0,0,0,0,0
22.59,599,0.185,111,94.27,50,2,2,36.38,0,0,0,0,0
17.4,462,0.248,114,75.02,50,3,3,35.27,0,0,0,0,0
22.37,593,0.153,91,76.59,25,2,2,35.43,0,0,0,0,0
30.43,807,0.264,213,244.37,100,1,1,19.65,0,0,0,0,0
22.59,599,0.192,115,97.87,50,2,2,35.11,0,0,0,0,0
17.03,452,0.223,101,64.62,25,3,3,32.25,0,0,0,0,0
17.93,476,0.278,132,89.46,75,3,3,33.77,0,0,0,0,0
17.43,462,0.248,114,75.21,50,3,3,34.63,0,0,0,0,0
17.44,463,0.253,117,76.82,50,3,3,33.65,0,0,0,0,0
22.86,606,0.202,123,105.7,50,2,2,35.26,0,0,0,0,0
22.65,601,0.19,114,97.74,50,2,2,35.27,0,0,0,0,0
22.06,585,0.14,82,68.05,0,2,2,33.92,0,0,0,0,0
30.5,809,0.282,228,262.71,100,1,1,18.63,0,0,0,0,0
17.66,469,0.278,130,86.87,75,3,3,32.58,0,0,0,0,0
17.63,468,0.277,129,86.03,50,3,3,33.91,0,0,0,0,0
17.61,467,0.259,121,80.17,50,3,3,32.94,0,0,0,0,0
17.89,475,0.292,138,93.34,75,3,3,32.14,0,0,0,0,0
23,610,0.219,134,115.99,75,2,2,34.51,0,0,0,0,0
22.54,598,0.177,106,89.74,50,2,2,34.67,0,0,0,0,0
17.36,460,0.227,104,68.32,25,3,3,32.49,0,0,0,0,0
17.94,476,0.29,138,93.33,75,3,3,30.65,0,0,0,0,0
17.95,476,0.283,135,91.3,75,3,3,33.3,0,0,0,0,0
30.48,809,0.277,224,257.09,100,1,1,21.7,0,0,0,0,0
29.71,788,0.23,181,203.25,75,1,1,20.21,0,0,0,0,0
30.3,804,0.273,219,250.29,100,1,1,21.56,0,0,0,0,0
17.31,459,0.271,124,81.1,50,3,3,34.49,0,0,0,0,0
30.07,798,0.237,189,214.53,75,1,1,18.56,0,0,0,0,0
17.77,471,0.271,128,85.46,50,3,3,31.65,0,0,0,0,0
22.32,592,0.16,95,79.72,25,2,2,34.52,0,0,0,0,0
17.8,472,0.264,125,83.62,50,3,3,33.01,0,0,0,0,0
17.37,461,0.252,116,75.89,50,3,3,34.14,0,0,0,0,0
17.72,470,0.279,131,87.57,75,3,3,32.02,0,0,0,0,0
17.42,462,0.242,112,73.46,50,3,3,33.2,0,0,0,0,0
17.47,463,0.252,117,76.95,50,3,3,32.79,0,0,0,0,0
22.92,608,0.206,126,108.44,75,2,2,35.52,0,0,0,0,0
22.25,590,0.163,96,80.5,25,2,2,34.85,0,0,0,0,0
22.48,596,0.169,131,85.56,25,2,2,34.2,1,0,1,0,0
29.65,787,0.206,207,181.05,75,1,1,19.54,1,0,0,1,0
17.39,461,0.243,112,73.54,50,3,3,33.64,0,0,0,0,0
29.8,791,0.247,195,219.35,75,1,1,17.29,0,0,0,0,0
17.59,466,0.279,130,86.26,50,3,3,32.36,0,0,0,0,0
17.38,461,0.268,123,80.93,50,3,3,32.62,0,0,0,0,0
17.57,466,0.261,122,80.59,50,3,3,33.74,0,0,0,0,0
17.06,452,0.241,109,69.97,50,3,3,31.92,0,0,0,0,0
17.29,459,0.235,108,70.21,25,3,3,31.73,0,0,0,0,0
17.64,468,0.267,125,83.2,50,3,3,34.02,0,0,0,0,0
22.92,608,0.19,115,99.59,50,2,2,35.42,0,0,0,0,0
30.14,800,0.254,203,230.54,100,1,1,19.65,0,0,0,0,0
16.84,447,0.226,101,63.98,25,3,3,34.61,0,0,0,0,0
17.12,454,0.241,109,70.57,50,3,3,32.28,0,0,0,0,0
22.99,610,0.193,118,102.29,50,2,2,34.43,0,0,0,0,0
22.97,609,0.208,127,110.01,75,2,2,34.57,0,0,0,0,0
22.09,586,0.145,85,70.52,0,2,2,34.05,0,0,0,0,0
17.2,456,0.231,105,68.34,25,3,3,33.6,0,0,0,0,0
29.98,795,0.255,203,229.03,100,1,1,20.38,0,0,0,0,0
22.89,607,0.193,117,100.93,50,2,2,36.29,0,0,0,0,0
22.45,595,0.183,109,92.42,50,2,2,35.75,0,0,0,0,0
17.37,461,0.25,115,75.38,50,3,3,31.31,0,0,0,0,0
22.56,598,0.177,106,90.21,50,2,2,34.51,0,0,0,0,0
16.86,447,0.234,105,66.47,25,3,3,33.95,0,0,0,0,0
22.54,598,0.168,100,85.37,25,2,2,34.61,0,0,0,0,0
29.83,791,0.256,202,227.41,75,1,1,19.02,0,0,0,0,0
17.28,458,0.248,114,74.16,50,3,3,32.21,0,0,0,0,0
16.96,450,0.222,100,63.95,25,3,3,34.04,0,0,0,0,0
17.59,467,0.264,123,81.68,50,3,3,33.31,0,0,0,0,0
17.55,466,0.254,118,78.19,50,3,3,32.53,0,0,0,0,0
29.88,792,0.239,189,213.22,75,1,1,21.34,0,0,0,0,0
22.64,601,0.169,102,86.85,25,2,2,34.61,0,0,0,0,0
22.87,607,0.231,140,120.98,75,2,2,34.45,0,0,0,0,0
17.21,457,0.25,114,74.07,50,3,3,33.57,0,0,0,0,0
21.94,582,0.152,147,72.97,0,2,2,34.58,1,1,1,1,0
30.34,805,0.259,208,238.37,100,1,1,20.24,0,0,0,0,0
22.69,602,0.19,114,97.81,50,2,2,33.82,0,0,0,0,0
30.44,807,0.277,224,256.81,100,1,1,19.03,0,0,0,0,0
22.92,608,0.197,120,103.62,50,2,2,34.25,0,0,0,0,0
17.13,454,0.236,107,69.14,25,3,3,33.3,0,0,0,0,0
17.26,458,0.249,114,74.3,50,3,3,33.32,0,0,0,0,0
30.63,813,0.283,230,265.55,100,1,1,19.19,0,0,0,0,0
22.69,602,0.188,113,96.79,50,2,2,34.71,0,0,0,0,0
29.88,792,0.217,172,193.88,75,1,1,19.36,0,0,0,0,0
30.5,809,0.266,215,247.03,100,1,1,19.84,0,0,0,0,0
22.7,602,0.19,114,97.63,50,2,2,34.78,0,0,0,0,0
29.65,786,0.235,185,206.79,75,1,1,21.32,0,0,0,0,0
30,796,0.235,187,211.07,75,1,1,19.7,0,0,0,0,0
17.51,464,0.243,113,74.47,50,3,3,34.32,0,0,0,0,0
17.49,464,0.259,120,79.29,50,3,3,30.55,0,0,0,0,0
22.49,597,0.163,97,82.53,25,2,2,34.09,0,0,0,0,0
22.76,604,0.195,118,100.96,50,2,2,35.91,0,0,0,0,0
17.64,468,0.271,127,84.37,50,3,3,32.87,0,0,0,0,0
17.44,463,0.249,115,75.63,50,3,3,31.63,0,0,0,0,0
17.48,464,0.254,118,77.56,50,3,3,32.19,0,0,0,0,0
16.92,449,0.233,104,66.59,25,3,3,32.24,0,0,0,0,0
30.26,803,0.261,209,238.81,100,1,1,18.29,0,0,0,0,0
18.16,482,0.273,132,90.05,75,3,3,32.75,0,0,0,0,0
29.84,792,0.234,185,207.98,75,1,1,19.29,0,0,0,0,0
22.34,593,0.188,111,93.87,50,2,2,35.46,0,0,0,0,0
17.33,460,0.257,118,77.27,50,3,3,32.73,0,0,0,0,0
30.45,808,0.257,208,238.5,100,1,1,19.29,0,0,0,0,0
30.32,804,0.274,221,252.31,100,1,1,18.71,0,0,0,0,0
16.76,445,0.224,99,62.86,25,3,3,33.89,0,0,0,0,0
17.58,466,0.247,115,76.18,50,3,3,32.9,0,0,0,0,0
30.36,805,0.272,219,250.31,100,1,1,20.61,0,0,0,0,0
30.12,799,0.247,198,224.38,75,1,1,19.54,0,0,0,0,0
17.68,469,0.291,136,90.8,75,3,3,33.41,0,0,0,0,0
17.65,468,0.266,124,82.82,50,3,3,33.56,0,0,0,0,0
30.09,798,0.244,195,220.92,75,1,1,19.18,0,0,0,0,0
17.89,474,0.287,136,91.71,75,3,3,34.33,0,0,0,0,0
17.48,464,0.267,124,81.47,50,3,3,33.16,0,0,0,0,0
29.92,794,0.242,192,216.34,75,1,1,20.99,0,0,0,0,0
29.63,786,0.213,167,186.78,75,1,1,21.81,0,0,0,0,0
22.51,597,0.154,92,77.91,25,2,2,34.6,0,0,0,0,0
17.65,468,0.262,122,81.5,50,3,3,32,0,0,0,0,0
22.59,599,0.178,107,90.8,50,2,2,35.03,0,0,0,0,0
17.56,466,0.254,118,78.43,50,3,3,32.8,0,0,0,0,0
30.13,799,0.255,204,231.2,100,1,1,19.91,0,0,0,0,0
23.19,615,0.2,123,107.29,50,2,2,36.76,0,0,0,0,0
30.5,809,0.255,207,237.43,100,1,1,18.23,0,0,0,0,0
22.4,594,0.17,101,85.19,25,2,2,36.12,0,0,0,0,0
16.83,447,0.199,89,56.5,0,3,3,33.2,0,0,0,0,0
22.95,609,0.213,130,112.33,75,2,2,35.47,0,0,0,0,0
22.51,597,0.16,95,81.04,25,2,2,35.68,0,0,0,0,0
17.58,466,0.272,127,84.02,50,3,3,34.67,0,0,0,0,0
22.55,598,0.184,110,93.53,50,2,2,35.44,0,0,0,0,0
23.27,617,0.209,129,113.16,75,2,2,33.59,0,0,0,0,0
17.49,464,0.291,135,88.89,75,3,3,31.49,0,0,0,0,0
22.38,594,0.164,126,81.87,25,2,2,34.02,1,0,1,0,0
17.61,467,0.274,128,85.08,50,3,3,32.42,0,0,0,0,0
18.1,480,0.288,138,94.39,75,3,3,33.95,0,0,0,0,0
17.38,461,0.251,116,75.8,50,3,3,33.91,0,0,0,0,0
17.31,459,0.258,118,77.24,50,3,3,33.82,0,0,0,0,0
17.3,459,0.242,111,72.52,50,3,3,33.07,0,0,0,0,0
17.41,462,0.245,113,74.3,50,3,3,33.61,0,0,0,0,0
22.84,606,0.199,121,104.02,50,2,2,33.35,0,0,0,0,0
22.34,593,0.156,120,77.68,25,2,2,34.95,0,0,0,0,0
21.92,581,0.147,111,70.57,0,2,2,33.06,1,1,0,0,0
22.97,609,0.204,124,107.59,50,2,2,33.23,0,0,0,0,0
30.03,797,0.247,197,222.59,75,1,1,19.42,0,0,0,0,0
17.63,468,0.248,116,77.03,50,3,3,32.77,0,0,0,0,0
29.73,789,0.235,185,207.65,75,1,1,19.12,0,0,0,0,0
30.64,813,0.263,214,246.77,100,1,1,20.34,0,0,0,0,0
22.72,603,0.192,116,99.13,50,2,2,34.22,0,0,0,0,0
22.65,601,0.181,109,93.04,50,2,2,34.25,0,0,0,0,0
22.49,597,0.178,106,89.96,50,2,2,34.22,0,0,0,0,0
17.45,463,0.259,120,78.94,50,3,3,31.44,0,0,0,0,0
29.72,788,0.212,167,187.18,75,1,1,19.96,0,0,0,0,0
29.65,786,0.217,171,190.79,75,1,1,20.97,0,0,0,0,0
17.43,462,0.243,113,73.95,50,3,3,32.64,0,0,0,0,0
22.57,599,0.189,113,96.48,50,2,3,35.85,1,0,0,0,1
17.31,459,0.252,116,75.61,50,3,3,34.66,0,0,0,0,0
22.54,598,0.19,114,96.79,50,2,2,32.84,0,0,0,0,0
16.96,450,0.249,112,71.54,50,3,3,33.49,0,0,0,0,0
17.47,464,0.251,116,76.57,50,3,3,33.8,0,0,0,0,0
22.37,593,0.167,99,83.41,25,2,2,35.16,0,0,0,0,0
17.12,454,0.243,110,71.17,50,3,3,33.41,0,0,0,0,0
29.83,791,0.234,185,208.28,75,1,1,21.1,0,0,0,0,0
29.77,790,0.232,183,205.79,75,1,1,20.58,0,0,0,0,0
30.06,797,0.243,194,219.95,75,1,1,20.28,0,0,0,0,0
30.32,804,0.238,192,219.04,75,1,1,18.37,0,0,0,0,0
22.92,608,0.221,134,116.08,75,2,2,35.56,0,0,0,0,0
17.42,462,0.257,119,78.12,50,3,3,33.84,0,0,0,0,0
17.4,461,0.239,110,72.28,50,3,3,34.04,0,0,0,0,0
17.53,465,0.254,118,78.15,50,3,3,31.89,0,0,0,0,0
23.43,621,0.214,133,117.38,75,2,2,34.16,0,0,0,0,0
17.57,466,0.249,116,76.9,50,3,3,32.5,0,0,0,0,0
17.21,456,0.242,110,71.65,50,3,3,30.79,0,0,0,0,0
17.24,457,0.226,103,67.21,25,3,3,34.07,0,0,0,0,0
17.72,470,0.28,132,88.03,75,3,3,33.03,0,0,0,0,0
22.45,595,0.177,105,89.08,50,2,2,34.72,0,0,0,0,0
17.38,461,0.251,116,75.94,50,3,3,32.68,0,0,0,0,0
29.83,791,0.23,182,204.4,75,1,1,20.18,0,0,0,0,0
17.42,462,0.255,118,77.33,50,3,3,33.74,0,0,0,0,0
17.95,476,0.291,139,93.85,75,3,3,31.31,0,0,0,0,0
22.85,606,0.179,109,93.6,50,2,2,35.82,0,0,0,0,0
18.02,478,0.275,131,89.17,75,3,3,32.59,0,0,0,0,0
17.33,460,0.243,112,73.03,50,3,3,32.08,0,0,0,0,0
17.54,465,0.273,127,83.99,50,3,3,32.68,0,0,0,0,0
30.05,797,0.235,187,212.22,75,1,1,18.93,0,0,0,0,0
